Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Packet Length Std,Max Packet Length,Min Packet Length,SYN Flag Count,ACK Flag Count,RST Flag Count,src_ip
6,2953.000000,10,12,3092,1022,1393159.498814764646122587199,7450.050795800880460548594650,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2082.000000,16,0,24320,0,11681075.88856868395773294909,7684.918347742555235350624400,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2081.000000,14,0,20944,0,10064392.11917347429120615089,6727.534839019702066314271985,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2051.000000,16,0,24320,0,11857630.42418332520721599220,7801.072647489029741589468552,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3883.000000,12,14,3236,1142,1127478.753541076487252124646,6695.853721349472057687355138,168.3846153846154,270.80550456328456,1094,60,4,22,2,10.0.0.5
17,685.000000,12,0,6744,0,9845255.474452554744525547445,17518.24817518248175182481752,562.0,0.0,562,562,0,0,0,10.0.0.3
17,1887.000000,16,0,24320,0,12888182.29994700582935877054,8479.067302596714361420243773,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2058.000000,18,0,27360,0,13294460.64139941690962099125,8746.355685131195335276967930,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2371.000000,16,0,24320,0,10257275.41121889498102066639,6748.207507380851961197806833,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3863.000000,10,12,3092,1022,1064975.407714211752523945120,5695.055656225731296919492622,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1981.000000,18,0,27360,0,13811206.46138313982836951035,9086.320040383644623927309440,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2051.000000,18,0,27360,0,13339834.22720624085811799122,8776.206728425158459288152121,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1942.000000,18,0,27360,0,14088568.48609680741503604531,9268.795056642636457260556128,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2117.000000,18,0,27360,0,12923948.98441190363722248465,8502.598016060462919225318847,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3331.000000,12,14,3236,1142,1314320.024016811768237766437,7805.463824677274091864305014,168.3846153846154,270.8055045632846,1094,60,4,22,2,10.0.0.5
17,1817.000000,18,0,27360,0,15057787.56191524490919097413,9906.439185470555861309851403,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2058.000000,18,0,27360,0,13294460.64139941690962099125,8746.355685131195335276967930,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2005.000000,18,0,26928,0,13430423.94014962593516209476,8977.556109725685785536159601,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2363.000000,18,0,27360,0,11578501.90435886584849767245,7617.435463393990689801100296,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,6374.000000,12,14,3236,1142,686852.8396611233134609350486,4079.071226859115155318481330,168.3846153846154,270.80550456328456,1094,60,4,22,2,10.0.0.5
17,2228.000000,18,0,27360,0,12280071.81328545780969479354,8078.994614003590664272890485,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2440.000000,18,0,27360,0,11213114.75409836065573770492,7377.049180327868852459016393,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2353.000000,18,0,27360,0,11627709.30726731831704207395,7649.808754781130471738206545,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2374.000000,18,0,27360,0,11524852.56950294860994102780,7582.139848357203032855939343,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2776.000000,18,0,27360,0,9855907.780979827089337175793,6484.149855907780979827089337,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2765.000000,18,0,27360,0,9895117.540687160940325497288,6509.945750452079566003616637,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,6677.000000,10,12,3092,1022,616144.9752883031301482701812,3294.892915980230642504118616,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2571.000000,18,0,27360,0,10641773.62893815635939323221,7001.166861143523920653442240,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2680.000000,18,0,27360,0,10208955.22388059701492537313,6716.417910447761194029850746,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2736.000000,18,0,27360,0,1.0E+7,6578.947368421052631578947368,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2384.000000,18,0,27360,0,11476510.06711409395973154362,7550.335570469798657718120805,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2408.000000,18,0,27360,0,11362126.24584717607973421927,7475.083056478405315614617940,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2379.000000,18,0,27360,0,11500630.51702395964691046658,7566.204287515762925598991173,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4321.000000,10,12,3092,1022,952094.4225873640361027539921,5091.414024531358481832909049,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2130.000000,18,0,27360,0,12845070.42253521126760563380,8450.704225352112676056338028,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2021.000000,18,0,27360,0,13537852.54824344383968332509,8906.481939633844631370608610,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1998.000000,17,0,25840,0,12932932.93293293293293293293,8508.508508508508508508508509,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2193.000000,16,0,24320,0,11089831.28134974920200638395,7295.941632466940264477884177,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,636.000000,10,0,850,0,1336477.987421383647798742138,15723.27044025157232704402516,85.0,0.0,85,85,0,0,0,10.0.0.3
17,2264.000000,16,0,23936,0,10572438.16254416961130742049,7067.137809187279151943462898,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
6,3143.000000,12,14,3236,1142,1392936.684696150174992045816,8272.351256761056315622017181,168.3846153846154,270.8055045632846,1094,60,4,22,2,10.0.0.5
17,2012.000000,16,0,24320,0,12087475.14910536779324055666,7952.286282306163021868787276,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2095.000000,14,0,21280,0,10157517.89976133651551312649,6682.577565632458233890214797,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1971.000000,18,0,27360,0,13881278.53881278538812785388,9132.420091324200913242009132,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,484.000000,17,0,4165,0,8605371.900826446280991735537,35123.96694214876033057851240,245.0,0.0,245,245,0,0,0,10.0.0.3
6,3416.000000,12,14,3236,1142,1281615.925058548009367681499,7611.241217798594847775175644,168.3846153846154,270.80550456328456,1094,60,4,22,2,10.0.0.5
17,2321.000000,17,0,25840,0,11133132.27057302886686772943,7324.429125376992675570874623,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1521.000000,12,0,16860,0,11084812.62327416173570019724,7889.546351084812623274161736,1405.0,0.0,1405,1405,0,0,0,10.0.0.3
17,1805.000000,16,0,24320,0,13473684.21052631578947368421,8864.265927977839335180055402,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,214960.000000,10,14,3092,1166,19808.33643468552288797915891,111.6486788239672497208783029,177.41666666666666,279.97573059503253,1094,72,4,22,0,10.0.0.5
17,1929.000000,18,0,25290,0,13110419.90668740279937791602,9331.259720062208398133748056,1405.0,0.0,1405,1405,0,0,0,10.0.0.3
17,2067.000000,18,0,26928,0,13027576.19738751814223512337,8708.272859216255442670537010,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,1849.000000,18,0,27360,0,14797187.66901027582477014602,9734.991887506760411032990806,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2340.000000,18,0,27360,0,11692307.69230769230769230769,7692.307692307692307692307692,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1318.000000,18,0,8928,0,6773899.848254931714719271624,13657.05614567526555386949924,496.0,0.0,496,496,0,0,0,10.0.0.3
17,2271.000000,18,0,26928,0,11857331.57199471598414795244,7926.023778071334214002642008,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2324.000000,18,0,27216,0,11710843.37349397590361445783,7745.266781411359724612736661,1512.0,0.0,1512,1512,0,0,0,10.0.0.3
17,2361.000000,18,0,27360,0,11588310.03811944091486658196,7623.888182973316391359593393,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,6902.000000,12,14,3236,1142,634308.8959721819762387713706,3767.024050999710228919153868,168.3846153846154,270.8055045632846,1094,60,4,22,2,10.0.0.5
17,2495.000000,18,0,27360,0,10965931.86372745490981963928,7214.428857715430861723446894,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2642.000000,18,0,27360,0,10355791.06737320211960635882,6813.020439061317183951551855,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2116.000000,18,0,27360,0,12930056.71077504725897920605,8506.616257088846880907372401,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,528.000000,18,0,5274,0,9988636.363636363636363636364,34090.90909090909090909090909,293.0,0.0,293,293,0,0,0,10.0.0.3
17,2291.000000,18,0,27360,0,11942383.23876036665211697948,7856.831078131820165866433872,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2271.000000,18,0,26928,0,11857331.57199471598414795244,7926.023778071334214002642008,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2305.000000,18,0,27360,0,11869848.15618221258134490239,7809.110629067245119305856833,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4171.000000,14,16,5424,1358,1625988.971469671541596739391,7192.519779429393430831934788,226.06666666666666,342.803435740594,1094,72,4,28,0,10.0.0.5
17,2203.000000,18,0,27360,0,12419428.05265546981389014980,8170.676350431230140717203813,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2477.000000,18,0,27360,0,11045619.70125151392813887767,7266.855066612838110617682681,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2050.000000,17,0,25840,0,12604878.04878048780487804878,8292.682926829268292682926829,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2126.000000,18,0,26928,0,12666039.51081843838193791157,8466.603951081843838193791157,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2148.000000,18,0,27360,0,12737430.16759776536312849162,8379.888268156424581005586592,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4175.000000,10,12,3092,1022,985389.2215568862275449101796,5269.461077844311377245508982,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2315.000000,18,0,27360,0,11818574.51403887688984881210,7775.377969762419006479481641,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2168.000000,18,0,26928,0,12420664.20664206642066420664,8302.583025830258302583025830,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2674.000000,18,0,27360,0,10231862.37845923709798055348,6731.488406881077038145100972,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2869.000000,18,0,27360,0,9536423.841059602649006622517,6273.963053328685953293830603,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2666.000000,18,0,27360,0,10262565.64141035258814703676,6751.687921980495123780945236,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2568.000000,18,0,27360,0,10654205.60747663551401869159,7009.345794392523364485981308,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2580.000000,18,0,27360,0,10604651.16279069767441860465,6976.744186046511627906976744,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,7433.000000,14,14,3356,1142,605139.2439122830620207184179,3766.985066594914570160096865,160.64285714285714,262.4433563764236,1094,60,4,22,4,10.0.0.5
17,2846.000000,18,0,27360,0,9613492.621222768798313422347,6324.666198172874209416725228,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2481.000000,18,0,26928,0,10853688.02902055622732769045,7255.139056831922611850060459,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2397.000000,18,0,27360,0,11414267.83479349186483103880,7509.386733416770963704630788,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1881.000000,18,0,27216,0,14468899.52153110047846889952,9569.377990430622009569377990,1512.0,0.0,1512,1512,0,0,0,10.0.0.3
17,2106.000000,16,0,24320,0,11547958.21462488129154795821,7597.340930674264007597340931,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2012.000000,18,0,27360,0,13598409.54274353876739562624,8946.322067594433399602385686,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4247.000000,10,12,3092,1022,968683.7767836119613845067106,5180.127148575465034141747116,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2024.000000,18,0,27360,0,13517786.56126482213438735178,8893.280632411067193675889328,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1883.000000,17,0,25840,0,13722782.79341476367498672331,9028.146574614976101964949549,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1990.000000,18,0,27360,0,13748743.71859296482412060302,9045.226130653266331658291457,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2181.000000,16,0,24320,0,11150848.23475469967904630903,7336.084364970197157267308574,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4096.000000,10,12,3092,1022,1004394.53125,5371.09375,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1886.000000,18,0,26928,0,14277836.69141039236479321315,9544.008483563096500530222694,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2109.000000,18,0,26928,0,12768136.55761024182076813656,8534.850640113798008534850640,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,1835.000000,14,0,21280,0,11596730.24523160762942779292,7629.427792915531335149863760,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,840.000000,12,0,6624,0,7885714.285714285714285714286,14285.71428571428571428571429,552.0,0.0,552,552,0,0,0,10.0.0.3
6,3733.000000,12,12,3236,1022,1140637.556924725421912670774,6429.145459416019287436378248,177.41666666666666,279.97573059503253,1094,72,4,22,0,10.0.0.5
17,1841.000000,17,0,25840,0,14035850.08147745790331341662,9234.111895708853883758826725,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1825.000000,14,0,21280,0,11660273.97260273972602739726,7671.232876712328767123287671,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2082.000000,18,0,27360,0,13141210.37463976945244956772,8645.533141210374639769452450,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3425.000000,12,14,3236,1142,1278248.175182481751824817518,7591.240875912408759124087591,168.3846153846154,270.80550456328456,1094,60,4,22,2,10.0.0.5
17,1907.000000,18,0,27360,0,14347142.10802307288935500787,9438.909281594126900891452543,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1953.000000,16,0,24320,0,12452636.96876600102406554019,8192.524321556579621095750128,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1903.000000,16,0,23936,0,12578034.68208092485549132948,8407.777193904361534419337888,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
6,3750.000000,12,14,3236,1166,1173866.666666666666666666667,6933.333333333333333333333333,169.30769230769232,270.4956660012204,1094,60,4,22,2,10.0.0.5
17,2311.000000,18,0,27360,0,11839030.72263089571614019905,7788.836001730852444829078321,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1912.000000,16,0,24320,0,12719665.27196652719665271967,8368.200836820083682008368201,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1919.000000,16,0,23936,0,12473163.10578426263678999479,8337.675872850442939030745180,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,1836.000000,18,0,27360,0,14901960.78431372549019607843,9803.921568627450980392156863,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4410.000000,10,12,3092,1022,932879.8185941043083900226757,4988.662131519274376417233560,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2111.000000,18,0,27360,0,12960682.14116532449076267172,8526.764566556134533396494552,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2205.000000,14,0,21280,0,9650793.650793650793650793651,6349.206349206349206349206349,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1995.000000,18,0,27360,0,13714285.71428571428571428571,9022.556390977443609022556391,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4653.000000,10,12,3092,1022,884160.7565011820330969267139,4728.132387706855791962174941,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2272.000000,18,0,27360,0,12042253.52112676056338028169,7922.535211267605633802816901,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,743.000000,16,0,1376,0,1851951.547779273216689098250,21534.32032301480484522207268,86.0,0.0,86,86,0,0,0,10.0.0.3
17,2144.000000,18,0,26496,0,12358208.95522388059701492537,8395.522388059701492537313433,1472.0,0.0,1472,1472,0,0,0,10.0.0.3
17,2149.000000,17,0,25840,0,12024197.30107026523964634714,7910.656119125174499767333644,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1326.000000,13,0,11492,0,8666666.666666666666666666667,9803.921568627450980392156863,884.0,0.0,884,884,0,0,0,10.0.0.3
6,3072.000000,12,13,3236,1070,1401692.708333333333333333333,8138.020833333333333333333333,172.24,275.4679335240311,1094,60,4,21,2,10.0.0.5
17,2082.000000,17,0,25840,0,12411143.13160422670509125841,8165.225744476464937560038425,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1810.000000,13,0,19656,0,10859668.50828729281767955801,7182.320441988950276243093923,1512.0,0.0,1512,1512,0,0,0,10.0.0.3
17,1764.000000,15,0,22800,0,12925170.06802721088435374150,8503.401360544217687074829932,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,2376.000000,10,12,3092,1022,1731481.481481481481481481481,9259.259259259259259259259259,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1815.000000,15,0,22800,0,12561983.47107438016528925620,8264.462809917355371900826446,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1980.000000,16,0,24320,0,12282828.28282828282828282828,8080.808080808080808080808081,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2166.000000,18,0,27360,0,12631578.94736842105263157895,8310.249307479224376731301939,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3354.000000,10,12,3092,1022,1226595.110316040548598688134,6559.332140727489564698867024,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2054.000000,18,0,27360,0,13320350.53554040895813047712,8763.388510223953261927945472,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2197.000000,18,0,27360,0,12453345.47109695038689121529,8192.990441511151570323167956,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2250.000000,18,0,27360,0,1.216E+7,8E+3,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2103.000000,17,0,25840,0,12287208.74940561103185924869,8083.689966714217784117926771,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3042.000000,12,12,3236,1022,1399737.015121630506245890861,7889.546351084812623274161736,177.41666666666666,279.97573059503253,1094,72,4,22,0,10.0.0.5
17,2298.000000,17,0,25840,0,11244560.48738033072236727589,7397.737162750217580504786771,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2134.000000,16,0,24320,0,11396438.61293345829428303655,7497.656982193064667291471415,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2162.000000,18,0,27360,0,12654949.12118408880666049954,8325.624421831637372802960222,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4522.000000,10,12,3092,1022,909774.4360902255639097744361,4865.103936311366651923927466,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2076.000000,16,0,24320,0,11714836.22350674373795761079,7707.129094412331406551059730,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2269.000000,18,0,27360,0,12058175.40766857646540326135,7933.010136624063464081092993,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,976.000000,18,0,9828,0,10069672.13114754098360655738,18442.62295081967213114754098,546.0,0.0,546,546,0,0,0,10.0.0.3
17,2187.000000,18,0,27360,0,12510288.06584362139917695473,8230.452674897119341563786008,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3435.000000,10,12,3092,1022,1197671.033478893740902474527,6404.657933042212518195050946,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1992.000000,17,0,25840,0,12971887.55020080321285140562,8534.136546184738955823293173,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1824.000000,13,0,19760,0,10833333.33333333333333333333,7127.192982456140350877192982,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1913.000000,13,0,19760,0,10329325.66649242028227914271,6795.608991113434396236278097,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2182.000000,17,0,25840,0,11842346.47112740604949587534,7791.017415215398716773602200,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3370.000000,10,12,3092,1022,1220771.513353115727002967359,6528.189910979228486646884273,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1834.000000,15,0,22680,0,12366412.21374045801526717557,8178.844056706652126499454744,1512.0,0.0,1512,1512,0,0,0,10.0.0.3
17,1849.000000,14,0,21280,0,11508923.74256354786371011357,7571.660356949702541914548405,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,959.000000,13,0,6305,0,6574556.830031282586027111575,13555.78727841501564129301356,485.0,0.0,485,485,0,0,0,10.0.0.3
17,1924.000000,17,0,25840,0,13430353.43035343035343035343,8835.758835758835758835758836,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3867.000000,14,14,3380,1142,1169381.949831911042151538660,7240.755107318334626325316783,161.5,262.13266815543176,1094,60,4,24,2,10.0.0.5
17,2120.000000,17,0,25840,0,12188679.24528301886792452830,8018.867924528301886792452830,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1797.000000,16,0,23936,0,13319977.74067890929326655537,8903.728436282693377851975515,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,1976.000000,16,0,22016,0,11141700.40485829959514170040,8097.165991902834008097165992,1376.0,0.0,1376,1376,0,0,0,10.0.0.3
17,1989.000000,16,0,24320,0,12227249.87430869783810960282,8044.243338360985419808949221,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3637.000000,10,12,3092,1022,1131152.048391531481990651636,6048.941435248831454495463294,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1889.000000,17,0,25840,0,13679195.34145050291159343568,8999.470619375330862890418211,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2378.000000,18,0,26928,0,11323801.51387720773759461733,7569.386038687973086627417998,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2148.000000,18,0,27360,0,12737430.16759776536312849162,8379.888268156424581005586592,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,2956.000000,8,12,2948,1022,1343031.123139377537212449256,6765.899864682002706359945873,198.5,302.3187886982878,1094,72,4,18,0,10.0.0.5
17,2333.000000,18,0,27360,0,11727389.62708958422631804544,7715.387912558936990998714102,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2079.000000,15,0,22800,0,10966810.96681096681096681097,7215.007215007215007215007215,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1957.000000,16,0,24320,0,12427184.46601941747572815534,8175.779253960143076136944303,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,328.000000,10,0,2120,0,6463414.634146341463414634146,30487.80487804878048780487805,212.0,0.0,212,212,0,0,0,10.0.0.3
6,2295.000000,10,12,3092,1022,1792592.592592592592592592593,9586.056644880174291938997821,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1644.000000,16,0,24320,0,14793187.34793187347931873479,9732.360097323600973236009732,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1690.000000,15,0,22440,0,13278106.50887573964497041420,8875.739644970414201183431953,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
17,2534.000000,17,0,25840,0,10197316.49565903709550118390,6708.760852407261247040252565,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3790.000000,10,12,3092,1022,1085488.126649076517150395778,5804.749340369393139841688654,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1865.000000,18,0,27360,0,14670241.28686327077747989276,9651.474530831099195710455764,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2030.000000,15,0,22800,0,11231527.09359605911330049261,7389.162561576354679802955665,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2170.000000,15,0,22800,0,10506912.44239631336405529954,6912.442396313364055299539171,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,4190.000000,10,12,3092,1022,981861.5751789976133651551313,5250.596658711217183770883055,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,1821.000000,17,0,25840,0,14190005.49148819330038440417,9335.529928610653487095002746,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1767.000000,16,0,24320,0,13763440.86021505376344086022,9054.895302773061686474250141,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1855.000000,14,0,20720,0,11169811.32075471698113207547,7547.169811320754716981132075,1480.0,0.0,1480,1480,0,0,0,10.0.0.3
17,1732.000000,15,0,19515,0,11267321.01616628175519630485,8660.508083140877598152424942,1301.0,0.0,1301,1301,0,0,0,10.0.0.3
6,3175.000000,12,12,3236,1022,1341102.362204724409448818898,7559.055118110236220472440945,177.41666666666666,279.97573059503253,1094,72,4,22,0,10.0.0.5
17,1949.000000,16,0,24320,0,12478193.94561313494099538225,8209.338122113904566444330426,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1904.000000,14,0,21280,0,11176470.58823529411764705882,7352.941176470588235294117647,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1939.000000,15,0,21600,0,11139762.76431150077359463641,7735.946364105208870551830841,1440.0,0.0,1440,1440,0,0,0,10.0.0.3
17,1925.000000,15,0,22440,0,11657142.85714285714285714286,7792.207792207792207792207792,1496.0,0.0,1496,1496,0,0,0,10.0.0.3
6,4347.000000,12,14,3236,1142,1007131.354957441913963653094,5981.136415919024614676788590,168.3846153846154,270.80550456328456,1094,60,4,22,2,10.0.0.5
17,2118.000000,17,0,25840,0,12200188.85741265344664778093,8026.440037771482530689329556,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,1399.000000,7,0,9835,0,7030021.443888491779842744818,5003.573981415296640457469621,1405.0,0.0,1405,1405,0,0,0,10.0.0.3
17,12.000000,8,0,11240,0,936666666.6666666666666666667,666666.6666666666666666666667,1405.0,0.0,1405,1405,0,0,0,10.0.0.3
17,1870.000000,15,0,22800,0,12192513.36898395721925133690,8021.390374331550802139037433,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
17,2204.000000,17,0,25840,0,11724137.93103448275862068966,7713.248638838475499092558984,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3059.000000,10,12,3092,1022,1344883.949002942137953579601,7191.892775416802876757110167,187.0,290.5346169329287,1094,72,4,20,0,10.0.0.5
17,2064.000000,18,0,27216,0,13186046.51162790697674418605,8720.930232558139534883720930,1512.0,0.0,1512,1512,0,0,0,10.0.0.3
17,2056.000000,18,0,26352,0,12817120.62256809338521400778,8754.863813229571984435797665,1464.0,0.0,1464,1464,0,0,0,10.0.0.3
17,1913.000000,17,0,25840,0,13507579.71772085729221118662,8886.565603763721902770517512,1520.0,0.0,1520,1520,0,0,0,10.0.0.3
6,3968.000000,12,14,3236,1142,1103326.612903225806451612903,6552.419354838709677419354839,168.3846153846154,270.80550456328456,1094,60,4,22,2,10.0.0.5
17,2115.000000,17,0,24888,0,11767375.88652482269503546099,8037.825059101654846335697400,1464.0,0.0,1464,1464,0,0,0,10.0.0.3
